Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"373329000","2134600","3291","2659.2"
"374408000","2120700","3290","2666.3"
"375487000","2120700","3290","2673.3"
"376572000","2120700","3290","2681.8"
"377652000","2120700","3291","2688.8"
"378986000","2120700","3290","2697.3"
"380066000","2120700","3290","2705.8"
"381144000","2120700","3290","2712.9"
"382224000","2135500","3290","2721.3"
"383303000","2135500","3290","2728.4"
"384638000","2135500","3290","2738.3"
"385717000","2135500","3290","2745.3"
"386803000","2135500","3291","2752.4"
"387883000","2135500","3291","2760.9"
"388962000","2135500","3290","2767.9"
"390296000","2120500","3290","2777.8"
"391377000","2120500","3290","2784.9"
"392456000","2120500","3290","2793.4"
"393536000","2120500","3290","2800.4"
"394616000","2120500","3290","2807.5"
"395951000","2120500","3290","2817.4"
"397036000","2120500","3290","2824.4"
"398116000","2134500","3291","2832.9"
"399196000","2134500","3291","2840.0"
"400275000","2134500","3291","2847.0"
"401610000","2134500","3291","2856.9"
"402691000","2134500","3291","2864.0"
"403770000","2134500","3291","2872.4"
"404854000","2134500","3291","2879.5"
"405933000","2079900","3291","2886.6"
"407274000","2079900","3291","2896.4"
"408353000","2079900","3291","2903.5"
"409432000","2079900","3291","2912.0"
"410511000","2079900","3291","2919.0"
"411590000","2079900","3290","2926.1"
"412925000","2079900","3290","2936.0"
"414003000","2121200","3289","2943.0"
"415083000","2121200","3290","2951.5"
"416161000","2121200","3290","2958.6"
"417245000","2121200","3290","2967.1"
"418580000","2121200","3290","2975.5"
"419660000","2121200","3290","2982.6"
"420740000","2121200","3290","2991.1"
"421820000","2135400","3290","2998.1"
"422899000","2135400","3290","3006.6"
"424233000","2135400","3290","3015.1"
"425312000","2135400","3290","3023.6"
"426392000","2135400","3290","3030.6"
"427477000","2135400","3290","3037.7"
"428556000","2135400","3290","3046.1"
"429891000","2120700","3290","3054.6"
"430970000","2120700","3291","3063.1"
"432049000","2120700","3291","3070.2"
"433127000","2120700","3290","3077.2"
"434206000","2120700","3290","3085.7"
"435541000","2120700","3290","3094.2"
"436626000","2120700","3290","3102.6"
"437706000","2135900","3290","3109.7"
"438785000","2135900","3290","3118.2"
"439864000","2135900","3290","3125.2"
"441199000","2135900","3290","3135.1"
"442278000","2135900","3290","3142.2"
"443358000","2135900","3290","3149.2"
"444438000","2135900","3289","3157.7"
"445517000","2136600","3290","3164.8"
"446862000","2136600","3290","3174.7"
"447942000","2136600","3290","3181.7"
"449021000","2136600","3289","3188.8"
"450100000","2136600","3289","3197.3"
"451180000","2136600","3289","3204.3"
"452516000","2136600","3290","3214.2"
"453596000","2119000","3289","3221.3"
"454676000","2119000","3289","3229.7"
"455755000","2119000","3289","3236.8"
"456840000","2119000","3290","3243.9"
"458175000","2119000","3289","3253.7"
"459255000","2119000","3291","3260.8"
"460335000","2119000","3290","3269.3"
"461414000","2134600","3290","3276.3"
"462494000","2134600","3290","3284.8"
"463830000","2134600","3291","3293.3"
"464910000","2134600","3291","3300.3"
"465990000","2134600","3291","3308.8"
"467075000","2134600","3291","3315.9"
"468154000","2134600","3291","3324.4"
"469487000","2120400","3291","3332.8"
"470567000","2120400","3292","3341.3"
"471647000","2120400","3291","3348.4"
"472726000","2120400","3291","3355.4"
"473806000","2120400","3291","3363.9"
"475140000","2120400","3291","3373.8"
"476220000","2120400","3291","3380.8"
"477304000","2135400","3290","3387.9"
"478383000","2135400","3291","3396.4"
"479462000","2135400","3291","3403.4"
"480796000","2135400","3291","3411.9"
"481876000","2135400","3290","3420.4"
"482954000","2135400","3290","3427.4"
"484034000","2135400","3291","3435.9"
"485113000","2137300","3291","3443.0"
"486447000","2137300","3291","3452.9"
"487532000","2137300","3290","3459.9"
"488616000","2137300","3291","3468.4"
"489696000","2137300","3291","3475.5"
"490775000","2137300","3290","3482.5"
"492110000","2137300","3291","3492.4"
"493190000","2119400","3290","3499.5"
"494270000","2119400","3291","3508.0"
"495348000","2119400","3291","3515.0"
"496428000","2119400","3290","3522.1"
"497768000","2119400","3291","3532.0"
"498849000","2119400","3291","3539.0"
"499928000","2119400","3291","3547.5"
"501007000","2135000","3291","3554.6"
"502087000","2135000","3292","3561.6"
"503421000","2135000","3291","3571.5"
"504501000","2135000","3292","3580.0"
"505581000","2135000","3292","3587.0"
"506666000","2135000","3292","3594.1"
"507746000","2135000","3292","3602.6"
"509080000","2120400","3292","3611.0"
"510160000","2120400","3293","3619.5"
"511240000","2120400","3292","3626.6"
